,Country,Region,Year,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Economy_status_Developing,Life_expectancy,Value
2602,Poland,European Union,2012,4.7,5.4,124.316,10.21,97,95,26.3,95,99,0.08,11520,38.06,2.0,2.1,11.7,1,0,76.7,141.97493
2603,St. Vincent and the Grenadines,Central America and Caribbean,2013,16.2,18.0,156.9805,6.96,97,83,26.9,97,97,0.4,6965,0.11,3.5,3.4,8.6,0,1,71.9,31.680777
2604,Burundi,Africa,2004,82.3,131.9,349.848,6.24,83,57,20.9,76,83,0.95,303,7.13,8.4,8.4,2.2,0,1,52.5,15.972864
2605,Angola,Africa,2004,105.7,175.1,329.306,2.41,67,64,22.2,18,40,1.45,2168,18.76,1.2,1.1,4.4,0,1,49.3,23.36986
2606,Kyrgyz Republic,Asia,2003,37.1,43.1,223.222,6.35,99,65,25.0,98,98,0.06,786,5.04,3.5,3.5,10.0,0,1,68.3,87.38803
2607,Colombia,South America,2001,20.6,24.3,167.909,4.31,80,83,24.9,83,80,0.23,3966,40.26,2.5,2.3,6.5,0,1,73.2,25.441582
2608,Benin,Africa,2010,69.6,109.0,255.2535,1.35,76,83,23.1,77,76,0.5,989,9.2,7.8,7.6,2.8,0,1,59.3,8.510481
2609,Cote d'Ivoire,Africa,2005,85.2,125.6,445.889,0.85,76,64,23.1,87,76,2.33,1565,18.35,7.2,7.1,3.7,0,1,50.1,19.880732
2610,Myanmar,Asia,2003,60.7,82.3,231.354,0.61,74,63,21.5,86,78,0.5,427,48.15,13.3,13.6,3.4,0,1,61.0,117.229
2611,Denmark,European Union,2008,3.7,4.4,87.314,10.7,88,87,25.2,88,88,0.04,53345,5.49,1.1,0.9,12.9,1,0,78.4,192.27704
2612,Lebanon,Middle East,2011,8.3,9.7,65.846,1.3,81,70,27.2,79,81,0.03,8754,5.2,4.7,4.7,8.0,0,1,78.5,104.863686
2613,Israel,Middle East,2010,3.7,4.6,60.016,2.78,97,93,26.9,95,95,0.08,32505,7.62,1.2,1.1,12.6,1,0,81.6,47.846405
2614,Indonesia,Asia,2013,25.0,30.0,179.2695,0.09,85,76,22.8,92,85,0.18,3104,251.81,1.5,1.3,7.8,0,1,70.2,74.62561
2615,Angola,Africa,2010,75.9,120.4,270.221,7.58,77,64,22.8,56,77,1.33,2994,23.36,9.1,9.0,4.7,0,1,55.4,21.739246
2616,Tunisia,Africa,2007,17.2,20.2,102.159,1.17,98,98,25.7,98,98,0.04,3691,10.3,6.3,6.3,6.1,0,1,74.6,69.92229
2617,Algeria,Africa,2000,33.9,39.7,140.486,0.25,81,78,24.3,86,86,0.01,3111,31.04,6.5,6.4,5.9,0,1,70.6,36.52262
2618,Rwanda,Africa,2010,44.0,63.8,246.635,7.13,97,87,21.7,93,97,1.04,599,10.04,6.5,6.3,3.8,0,1,63.4,28.84154
2619,Indonesia,Asia,2001,39.4,49.8,191.422,0.06,62,25,21.7,77,76,0.11,1909,214.43,11.0,11.1,6.9,0,1,66.0,63.131355
2620,Australia,Oceania,2000,5.1,6.2,77.0385,10.17,95,85,26.2,90,90,0.04,45559,19.15,0.7,0.7,11.9,1,0,79.2,70.953186
2621,Iraq,Middle East,2002,34.3,42.6,168.139,0.17,65,48,27.2,76,77,0.13,3819,24.93,5.5,5.3,5.4,0,1,68.8,47.174194
2622,Oman,Middle East,2010,10.1,11.7,98.615,0.51,99,99,25.9,99,99,0.05,20640,3.04,6.9,6.8,7.9,0,1,75.7,16.234673
2623,Paraguay,South America,2000,27.9,33.9,169.386,5.64,89,55,24.9,86,86,0.18,3904,5.32,2.5,2.4,5.9,0,1,70.5,45.72274
2624,Qatar,Middle East,2006,8.7,10.1,62.478,1.13,96,87,28.1,95,96,0.05,61522,1.02,4.9,4.5,9.2,0,1,78.4,22.166033
2625,Madagascar,Africa,2014,42.3,60.8,223.12,0.87,73,64,21.2,71,73,0.22,465,23.59,7.2,7.1,6.1,0,1,65.1,12.822885
2626,Comoros,Africa,2010,62.2,84.6,243.253,0.13,74,64,23.8,82,74,0.02,1208,0.69,7.1,6.9,4.2,0,1,61.9,20.488317
2627,Belize,Central America and Caribbean,2002,18.9,22.2,196.5,4.92,97,88,27.6,93,89,1.38,4448,0.26,3.7,3.6,10.2,0,1,69.3,23.312595
2628,Australia,Oceania,2014,3.4,4.0,60.8255,9.9,91,93,27.1,92,92,0.04,56306,23.48,0.6,0.6,12.7,1,0,82.3,50.297245
2629,Pakistan,Asia,2012,67.0,82.8,163.241,0.03,72,42,23.6,64,72,0.13,1262,187.28,19.8,2.2,4.8,0,1,65.8,51.756874
2630,Grenada,Central America and Caribbean,2009,12.8,14.9,154.56,8.55,99,78,26.3,99,99,0.4,8133,0.11,3.8,3.8,8.2,0,1,73.0,31.936012
2631,Kenya,Africa,2000,59.9,98.5,480.3625,1.51,77,28,22.0,80,82,4.78,1146,31.96,9.2,9.1,5.3,0,1,50.9,19.166973
2632,Montenegro,Rest of Europe,2005,9.2,10.5,130.9385,10.3,91,96,25.7,92,92,0.03,5013,0.61,2.3,2.3,10.5,0,1,74.0,192.97597
2633,Burkina Faso,Africa,2015,59.6,100.9,257.958,7.03,91,50,22.1,91,91,0.16,653,18.11,8.0,7.5,1.4,0,1,59.9,8.420126
2634,Cuba,Central America and Caribbean,2003,6.3,7.9,106.028,4.39,99,78,24.8,98,72,0.13,4419,11.23,3.5,3.3,9.8,0,1,77.3,101.9096
2635,Liberia,Africa,2007,80.8,114.0,281.605,4.05,58,64,23.6,67,65,3.5,609,3.46,7.9,7.8,3.9,0,1,57.4,10.156132
2636,Ecuador,South America,2015,13.2,15.4,123.906,3.69,78,76,27.1,84,78,0.16,6124,16.21,1.2,1.1,8.4,0,1,76.1,17.949337
2637,Australia,Oceania,2008,4.4,5.2,64.318,10.76,94,80,26.8,92,92,0.05,53339,21.25,0.7,0.6,12.3,1,0,81.4,58.212185
2638,Ecuador,South America,2000,24.7,29.5,158.027,4.01,36,95,25.3,83,87,0.23,4209,12.68,1.6,1.5,7.0,0,1,72.8,18.79172
2639,Norway,Rest of Europe,2012,2.5,3.0,59.097,6.21,88,91,26.5,95,95,0.04,73179,5.02,0.7,0.7,12.6,1,0,81.5,79.39774
2640,India,Asia,2011,43.0,55.0,188.4325,2.95,44,27,21.4,79,82,0.09,1293,1250.29,26.9,27.7,5.4,0,1,67.1,59.452595
2641,Tanzania,Africa,2000,78.9,129.7,449.9005,5.96,92,64,22.1,64,79,4.43,568,33.5,8.3,8.3,4.2,0,1,50.8,29.58893
2642,Morocco,Africa,2003,39.0,45.9,131.523,0.48,90,92,24.9,91,91,0.06,1995,29.78,6.6,6.4,3.7,0,1,70.4,31.960642
2643,Mexico,North America,2011,15.9,18.5,116.3525,4.0,98,97,27.6,97,97,0.16,9076,115.7,1.6,1.6,8.4,0,1,75.0,23.881966
2644,United Kingdom,Rest of Europe,2007,4.9,5.8,78.7825,11.06,88,86,26.8,92,92,0.08,44576,61.32,0.7,0.5,12.6,1,0,79.4,143.50406
2645,Colombia,South America,2007,17.2,20.2,152.8845,4.54,93,93,25.4,93,93,0.21,4890,43.74,2.3,2.1,7.2,0,1,74.7,22.743397
2646,Guyana,South America,2009,31.1,38.2,218.0415,5.87,98,84,25.7,97,98,0.68,4682,0.75,5.6,5.4,8.0,0,1,67.8,33.646225
2647,Ireland,European Union,2008,3.8,4.4,73.6315,12.18,95,86,27.0,93,93,0.07,48314,4.49,0.3,0.2,12.0,1,0,80.1,99.87614
2648,Samoa,Oceania,2001,17.6,20.6,172.201,3.42,89,46,30.6,88,85,0.17,3268,0.18,0.2,0.2,8.9,0,1,69.1,72.630806
2649,Turkmenistan,Asia,2004,46.7,55.2,222.887,2.58,96,90,25.1,98,97,0.08,2492,4.7,3.4,3.4,9.9,0,1,64.7,68.60037
2650,Jamaica,Central America and Caribbean,2004,17.3,20.3,158.488,3.32,98,95,26.1,97,98,0.83,5121,2.73,1.9,1.8,8.0,0,1,74.1,33.61453
2651,Mexico,North America,2014,14.4,16.8,112.2355,3.94,84,95,27.8,87,87,0.16,9426,120.36,1.6,1.5,8.4,0,1,74.9,23.958284
2652,Thailand,Asia,2003,16.2,18.9,189.8,6.07,96,92,23.1,98,98,0.47,4038,64.55,9.1,9.3,6.7,0,1,71.4,72.016914
2653,Mozambique,Africa,2008,75.6,112.9,395.4425,0.74,75,64,22.2,74,75,3.5,448,22.28,3.7,3.7,3.1,0,1,51.3,23.60077
2654,"Venezuela, RB",South America,2001,17.8,20.9,159.105,8.15,53,83,26.3,87,70,0.4,4987,24.65,1.8,1.7,6.4,0,1,72.3,34.140934
2655,Saudi Arabia,Middle East,2011,9.9,11.5,92.9715,0.0,98,97,28.1,98,98,0.13,19813,28.27,7.4,7.4,9.1,0,1,74.1,26.906889
2656,Latvia,European Union,2000,11.5,14.2,225.812,7.13,95,90,25.6,96,96,0.25,6727,2.37,2.8,2.8,9.5,1,0,70.3,160.42973
2657,Timor-Leste,Oceania,2015,42.8,50.2,149.7365,0.41,76,64,21.2,75,76,0.1,1333,1.2,1.9,11.1,4.5,0,1,68.5,54.741604
2658,Myanmar,Asia,2012,45.4,58.6,201.0735,1.24,58,80,22.3,87,84,0.32,1017,51.41,13.0,13.2,4.5,0,1,64.5,88.04716
2659,Czechia,European Union,2006,3.4,4.1,106.5445,13.58,98,98,26.7,98,98,0.08,15949,10.24,2.0,2.1,12.1,1,0,76.5,144.7482
2660,Iceland,Rest of Europe,2002,2.9,3.7,68.5245,6.53,88,90,25.6,95,95,0.03,43143,0.29,1.0,0.9,9.7,1,0,80.5,93.7323
2661,Australia,Oceania,2007,4.5,5.4,66.424,10.56,94,89,26.8,92,92,0.05,52539,20.83,0.7,0.6,12.0,1,0,81.3,59.275
2662,Chad,Africa,2001,98.2,180.5,410.016,0.34,27,64,21.0,26,26,1.27,403,8.68,11.3,11.2,1.4,0,1,47.8,19.209314
2663,Tunisia,Africa,2012,15.2,17.7,95.818,1.35,97,96,26.0,97,97,0.04,3959,10.85,6.4,6.3,6.8,0,1,75.4,70.97476
2664,Suriname,South America,2009,21.1,23.7,182.2965,4.93,87,16,26.1,85,87,0.66,8600,0.52,3.5,3.4,7.7,0,1,70.2,46.283573
2665,Nicaragua,Central America and Caribbean,2002,28.5,34.6,190.565,3.46,85,83,26.0,85,85,0.14,1456,5.22,2.2,2.1,5.2,0,1,70.3,12.715333
2666,Fiji,Oceania,2015,20.6,24.4,185.858,2.63,99,94,27.6,99,99,0.12,5391,0.87,4.0,3.7,10.8,0,1,67.1,75.02107
2667,Moldova,Rest of Europe,2003,19.8,23.3,234.529,6.27,99,92,26.1,98,98,0.32,1644,2.9,3.3,3.5,9.8,0,1,67.5,133.7337
2668,Italy,European Union,2010,3.4,4.0,56.6155,6.95,96,84,25.7,96,96,0.08,32058,59.28,0.5,0.5,9.7,1,0,82.0,106.01859
2669,Germany,European Union,2013,3.3,4.0,73.2135,11.08,88,93,26.5,93,95,0.03,40135,80.65,1.1,1.1,14.0,1,0,80.5,119.764435
2670,Bahrain,Middle East,2014,6.6,7.7,67.602,1.57,98,99,24.9,98,98,0.05,22677,1.34,6.1,6.0,9.1,0,1,76.6,23.54852
2671,Seychelles,Africa,2000,11.8,13.8,181.553,8.33,98,99,25.4,98,98,3.5,11178,0.08,6.3,6.7,7.4,0,1,72.8,76.56059
2672,Uruguay,South America,2003,13.7,15.7,119.9385,5.4,91,93,26.1,91,91,0.17,9008,3.32,1.7,1.6,8.0,0,1,75.4,113.37013
2673,Greece,European Union,2000,5.6,6.4,82.159,8.6,89,77,26.7,89,89,0.03,18643,10.81,0.9,0.8,8.6,1,0,77.9,171.2117
2674,Bosnia and Herzegovina,Rest of Europe,2014,5.5,6.4,97.4955,4.69,89,92,25.6,86,86,0.08,4518,3.48,2.4,2.4,9.2,0,1,76.7,178.49646
2675,Canada,North America,2000,5.3,6.2,80.9805,7.6,14,84,26.3,88,89,0.1,34122,30.69,0.5,0.5,11.0,1,0,79.1,117.172035
2676,Nepal,Asia,2009,38.3,48.3,181.972,0.22,89,65,21.7,93,89,0.17,700,26.88,16.9,17.4,3.2,0,1,67.2,70.44707
2677,Mali,Africa,2015,66.8,108.3,267.5905,0.62,64,64,22.9,67,64,0.39,751,17.44,7.7,7.5,2.3,0,1,57.5,12.896659
2678,Vanuatu,Oceania,2002,23.6,28.1,172.45,0.9,66,65,25.5,67,70,0.17,2478,0.19,1.7,1.6,6.5,0,1,67.8,55.82478
2679,Djibouti,Africa,2014,56.2,68.0,253.97,0.32,78,82,24.0,78,78,0.25,2509,0.9,5.6,5.4,4.1,0,1,63.2,30.870718
2680,North Macedonia,Rest of Europe,2006,11.5,13.0,114.3515,3.79,89,97,26.0,92,93,0.08,3780,2.04,2.5,2.5,8.4,0,1,73.9,178.57489
2681,Rwanda,Africa,2003,81.4,133.5,395.725,8.65,96,87,21.2,96,96,2.5,401,8.56,7.0,7.3,2.6,0,1,52.2,37.256702
2682,Timor-Leste,Oceania,2004,69.3,86.0,219.4205,0.39,75,64,20.2,57,57,0.05,913,0.97,12.0,12.0,3.1,0,1,62.9,42.094574
2683,North Macedonia,Rest of Europe,2004,12.7,14.3,117.1545,4.98,79,97,25.9,95,94,0.08,3446,2.03,2.6,2.6,7.8,0,1,73.6,171.38145
2684,"Iran, Islamic Rep.",Middle East,2006,20.9,24.7,132.7085,0.017,98,65,25.5,99,98,0.15,4959,70.55,7.4,7.7,9.1,0,1,72.3,30.16634
2685,"Congo, Dem. Rep.",Africa,2014,75.0,99.2,264.131,4.52,80,64,21.9,79,80,0.37,481,73.77,9.7,9.5,6.2,0,1,58.8,12.568566
2686,Uzbekistan,Asia,2012,21.7,24.4,147.7405,1.95,99,99,26.3,99,99,0.14,2355,29.77,3.0,3.1,11.1,0,1,70.2,42.45458
2687,Zambia,Africa,2007,56.7,93.2,472.6675,3.17,80,39,22.0,77,80,6.89,1018,12.5,6.9,6.8,6.4,0,1,51.1,20.761976
2688,Senegal,Africa,2004,56.1,99.1,242.16,0.36,89,33,22.4,87,87,0.55,1115,10.81,11.6,11.5,2.4,0,1,59.9,14.813449
2689,Finland,European Union,2003,3.3,4.0,96.4225,9.31,88,92,25.8,96,98,0.08,40044,5.21,0.9,0.8,9.6,1,0,78.4,89.42221
2690,Gabon,Africa,2000,53.3,82.9,315.436,8.89,70,64,23.7,44,45,3.95,7888,1.23,8.0,7.8,6.2,0,1,58.3,23.88299
2691,Burundi,Africa,2003,85.7,138.1,353.027,6.37,87,57,20.8,75,82,1.09,298,6.91,8.5,8.5,2.1,0,1,51.7,16.880035
2692,Singapore,Asia,2012,2.2,2.8,55.2565,1.94,97,95,23.6,97,97,0.1,51680,5.31,2.2,2.1,11.3,0,1,82.0,30.746145
2693,Mali,Africa,2006,85.7,150.8,296.9175,0.55,90,64,22.2,79,78,0.72,697,13.2,9.7,9.5,1.7,0,1,52.8,11.508153
2694,Lesotho,Africa,2003,72.2,112.7,629.815,1.97,79,47,24.2,90,90,16.46,785,2.02,1.2,1.1,5.1,0,1,43.8,88.88703
2695,Samoa,Oceania,2015,15.9,18.6,111.949,2.1,59,55,32.1,78,66,0.17,4074,0.19,0.2,0.1,10.3,0,1,72.7,72.67119
2696,"Micronesia, Fed. Sts.",Oceania,2007,28.4,34.5,173.9905,1.63,90,65,29.1,79,79,0.17,3013,0.1,0.2,0.2,6.5,0,1,65.9,90.34019
2697,Morocco,Africa,2012,23.9,27.8,74.6045,0.46,99,75,25.6,99,99,0.04,2673,33.24,6.3,6.2,4.6,0,1,75.0,32.747486
2698,Qatar,Middle East,2008,8.2,9.6,60.537,1.15,97,95,28.3,98,97,0.05,60799,1.44,5.0,4.5,9.7,0,1,78.8,18.448874
2699,Poland,European Union,2006,6.3,7.3,142.4465,9.74,98,99,25.8,99,99,0.08,9101,38.14,2.3,2.4,11.7,1,0,75.1,150.95798
2700,Cuba,Central America and Caribbean,2000,7.0,8.8,111.3225,3.93,98,75,24.5,98,95,0.12,4106,11.13,3.6,3.4,9.6,0,1,76.7,102.41866
2701,"Venezuela, RB",South America,2006,15.4,17.9,152.597,8.37,71,83,26.5,73,71,0.4,6833,26.85,1.6,1.6,7.6,0,1,72.9,32.016457
2702,Trinidad and Tobago,Central America and Caribbean,2012,18.9,21.2,172.479,5.89,92,85,27.2,91,92,0.4,18151,1.34,5.9,6.1,10.8,0,1,72.4,41.478683
2703,Syrian Arab Republic,Middle East,2007,16.3,19.1,113.8705,0.74,83,81,27.5,83,80,0.13,1571,19.88,6.4,6.2,6.5,0,1,74.2,38.62061
2704,"Venezuela, RB",South America,2005,15.8,18.5,153.859,7.98,88,83,26.5,80,87,0.4,5505,26.43,1.7,1.6,7.4,0,1,72.9,31.305681
2705,Uzbekistan,Asia,2008,29.8,34.0,168.016,1.72,91,26,25.7,98,98,0.14,1918,27.3,3.1,3.1,10.3,0,1,69.2,43.09921
2706,Qatar,Middle East,2000,10.7,12.5,71.201,0.55,89,91,27.6,91,80,0.04,56865,0.59,4.8,4.5,7.9,0,1,77.5,27.972525
2707,Paraguay,South America,2010,22.0,26.2,151.414,6.27,89,77,26.0,89,89,0.15,4767,6.25,2.1,2.0,7.7,0,1,72.7,47.07831
2708,Sao Tome and Principe,Central America and Caribbean,2007,34.2,46.7,201.709,4.32,87,71,24.2,98,97,0.46,1287,0.17,6.7,6.6,4.6,0,1,65.9,13.135425
2709,Haiti,Central America and Caribbean,2001,72.3,100.5,304.78,3.62,60,83,23.4,52,45,1.46,1289,8.61,4.7,4.7,3.9,0,1,57.4,20.945982
2710,Namibia,Africa,2008,37.5,55.1,470.9335,1.01,83,64,23.6,83,83,6.4,4044,2.04,11.5,11.4,6.1,0,1,53.8,42.526207
2711,Cote d'Ivoire,Africa,2014,67.3,93.6,402.0515,1.35,76,64,23.7,76,76,0.73,1887,22.65,5.6,5.6,4.4,0,1,55.5,15.434586
2712,Ecuador,South America,2012,14.9,17.3,129.413,3.92,88,81,26.7,85,87,0.15,5885,15.47,1.3,1.2,8.1,0,1,75.5,17.978144
2713,Turkiye,Middle East,2010,15.5,18.1,116.1485,1.42,96,65,27.5,97,97,0.08,8492,72.33,4.9,4.7,6.7,0,1,74.5,79.19516
2714,Maldives,Asia,2004,21.4,26.9,102.2275,1.67,97,67,23.7,96,96,0.17,7788,0.31,14.5,14.6,3.4,0,1,73.0,40.966015
2715,Qatar,Middle East,2003,9.6,11.2,66.915,0.92,93,91,27.9,93,92,0.04,57076,0.68,4.8,4.5,8.2,0,1,77.9,26.628815
2716,Portugal,European Union,2003,4.3,5.5,103.6955,12.22,94,72,25.7,96,99,0.2,18819,10.46,0.7,0.6,7.2,1,0,77.2,87.058426
2717,Sri Lanka,Asia,2015,7.5,8.7,109.1795,2.72,99,99,23.0,99,99,0.01,3844,20.97,15.1,15.0,10.9,0,1,76.3,43.290756
2718,Ecuador,South America,2014,13.7,15.9,125.742,3.81,83,59,27.0,84,83,0.16,6218,15.95,1.2,1.1,8.5,0,1,75.9,18.043205
2719,Jamaica,Central America and Caribbean,2001,18.4,21.6,167.429,3.72,98,96,25.6,99,99,0.85,4870,2.67,2.0,1.8,7.5,0,1,74.1,39.689423
2720,Armenia,Rest of Europe,2008,18.1,20.3,142.5365,3.96,89,94,25.9,91,89,0.08,3335,2.91,2.0,2.1,11.0,0,1,72.9,144.55196
2721,Trinidad and Tobago,Central America and Caribbean,2002,24.3,27.4,190.037,5.25,88,77,26.1,96,96,0.4,11901,1.28,6.5,7.0,9.4,0,1,69.9,49.746864
2722,Malta,European Union,2002,6.5,7.3,61.9155,6.12,86,50,27.0,95,95,0.08,17165,0.4,0.7,0.7,8.3,1,0,78.7,90.45385
2723,"Iran, Islamic Rep.",Middle East,2001,28.2,34.2,147.7055,0.012,94,65,25.1,95,96,0.11,3967,66.45,7.7,7.8,6.4,0,1,70.6,27.254917
2724,Bahrain,Middle East,2009,7.6,8.9,72.0995,1.95,98,99,25.0,97,98,0.05,21057,1.19,6.0,5.9,8.4,0,1,75.9,27.090845
2725,Burkina Faso,Africa,2003,85.5,165.3,317.0825,5.57,86,31,21.2,83,79,0.67,484,12.65,1.7,1.3,1.3,0,1,52.0,8.42593
2726,Ethiopia,Africa,2015,43.2,62.4,224.423,0.76,77,64,20.5,75,77,0.19,641,100.84,1.4,1.2,2.6,0,1,65.0,5.619862
2727,Latvia,European Union,2011,6.1,7.2,171.138,10.11,89,92,26.3,92,92,0.23,11451,2.06,2.2,2.3,12.6,1,0,73.6,147.60977
2728,France,European Union,2015,3.2,4.2,75.4835,11.87,86,79,25.0,97,98,0.09,36653,66.55,0.7,0.6,11.5,1,0,82.3,87.35116
2729,Peru,South America,2002,25.2,32.7,148.5315,3.93,84,52,25.2,95,95,0.2,3422,27.1,1.4,1.4,8.3,0,1,71.9,13.820414
2730,Honduras,Central America and Caribbean,2005,24.4,29.2,162.3465,3.02,97,83,25.4,98,98,0.18,1981,7.46,2.5,2.4,4.7,0,1,72.0,24.816471
2731,Georgia,Rest of Europe,2008,15.4,17.2,177.359,7.27,89,87,26.6,90,92,0.11,2980,3.85,2.6,2.8,12.2,0,1,70.9,178.32487
2732,Bolivia,South America,2013,28.0,34.9,190.0095,3.21,94,83,26.2,95,94,0.16,2831,10.54,1.2,1.1,8.4,0,1,69.5,21.546066
2733,Burkina Faso,Africa,2008,72.7,132.9,290.0395,5.47,93,30,21.7,92,93,0.4,554,14.69,9.5,9.1,1.3,0,1,55.6,7.871739
2734,Panama,Central America and Caribbean,2000,21.9,26.0,124.869,5.08,98,88,25.6,99,98,0.4,6955,3.03,2.4,2.3,8.5,0,1,75.1,23.218122
2735,Indonesia,Asia,2007,31.2,38.3,188.414,0.061,76,73,22.2,77,73,0.22,2403,232.37,1.8,1.7,7.1,0,1,68.1,71.20019
2736,Turkmenistan,Asia,2009,38.0,44.1,204.097,2.0,97,99,25.7,97,96,0.08,3968,5.01,3.2,3.3,9.9,0,1,66.4,55.240604
2737,Kuwait,Middle East,2000,10.7,12.4,89.1345,0.013,95,86,28.3,94,98,0.13,29952,2.05,3.2,3.1,6.2,0,1,73.1,31.411924
2738,Switzerland,Rest of Europe,2004,4.4,5.2,67.614,10.54,88,71,24.9,95,93,0.09,75113,7.39,0.6,0.4,11.9,1,0,81.1,98.900116
2739,Lebanon,Middle East,2003,14.1,16.4,88.761,1.96,74,14,26.6,74,74,0.02,6517,4.39,4.8,4.7,7.5,0,1,76.0,86.65011
2740,Poland,European Union,2005,6.5,7.6,142.2435,9.07,98,90,25.7,99,99,0.08,8569,38.17,2.3,2.5,11.6,1,0,75.0,150.42824
2741,"Gambia, The",Africa,2013,42.0,65.0,267.2355,2.65,97,64,23.7,96,97,1.05,684,1.96,7.6,7.5,3.2,0,1,60.4,16.182318
2742,Sweden,European Union,2008,2.6,3.2,61.6405,7.02,61,94,25.7,98,98,0.08,48544,9.22,1.3,1.3,12.2,1,0,81.1,110.284035
2743,Malaysia,Asia,2015,6.9,8.1,121.723,0.55,99,99,25.6,99,99,0.14,9955,30.27,7.5,7.3,10.2,0,1,75.5,56.40868
2744,"Micronesia, Fed. Sts.",Oceania,2008,28.2,34.2,172.9955,1.97,89,65,29.2,88,85,0.17,2966,0.1,0.2,0.2,6.7,0,1,66.1,92.16328
2745,Barbados,Central America and Caribbean,2000,13.7,15.1,127.413,7.31,93,41,26.5,86,93,0.61,16277,0.27,4.3,4.2,9.0,0,1,77.2,40.00916
2746,Turkiye,Middle East,2003,25.3,30.4,133.9695,1.53,68,65,26.9,69,68,0.08,6644,66.09,5.1,5.0,5.8,0,1,71.6,75.50867
2747,Panama,Central America and Caribbean,2006,19.0,22.3,125.0305,5.07,88,86,26.1,98,88,0.4,8338,3.39,2.1,2.0,9.1,0,1,76.1,21.926699
2748,Haiti,Central America and Caribbean,2003,68.4,94.4,298.3365,3.56,60,83,23.7,56,53,1.3,1304,8.9,4.5,4.6,4.1,0,1,58.0,19.809069
2749,Cuba,Central America and Caribbean,2007,5.5,6.9,97.3705,4.12,93,99,25.0,99,93,0.15,6236,11.25,3.4,3.2,10.4,0,1,78.0,103.88432
2750,Kuwait,Middle East,2006,9.7,11.2,80.1065,0.015,99,96,28.7,99,99,0.13,40977,2.37,3.2,3.1,6.2,0,1,73.7,31.528149
2751,Bulgaria,European Union,2007,9.9,11.8,151.67,10.66,95,94,25.8,95,95,0.02,6045,7.55,2.1,2.2,10.5,1,0,72.7,204.80505
2752,Kazakhstan,Asia,2001,34.6,39.9,287.784,5.55,95,95,25.6,95,95,0.03,5055,14.86,2.6,2.7,10.7,0,1,65.8,126.2286
2753,Tonga,Oceania,2015,10.7,12.4,134.0135,0.23,78,99,32.1,96,78,0.17,4336,0.1,0.1,0.1,11.2,0,1,70.5,81.760025
2754,Georgia,Rest of Europe,2001,29.9,34.1,170.2485,2.77,61,57,25.9,83,87,0.03,1668,4.01,3.0,3.1,11.8,0,1,70.1,152.9397
2755,Guatemala,Central America and Caribbean,2006,33.1,41.0,191.1225,2.36,89,83,25.6,90,89,0.19,3428,13.21,1.4,1.4,3.7,0,1,70.1,14.963032
2756,Uganda,Africa,2010,49.5,76.3,355.2225,8.55,80,64,22.0,79,80,3.12,768,32.43,6.0,6.0,5.7,0,1,57.1,11.170264
2757,Bahrain,Middle East,2004,9.4,11.0,79.765,1.98,98,99,25.3,98,98,0.05,22423,0.83,6.1,5.9,8.4,0,1,75.2,37.238132
2758,Belize,Central America and Caribbean,2008,17.0,19.9,181.698,6.95,94,90,28.2,94,94,0.53,4835,0.31,3.5,3.4,10.4,0,1,71.1,20.287533
2759,Vanuatu,Oceania,2009,24.2,29.0,147.545,0.83,62,65,25.9,72,66,0.17,2893,0.23,1.5,1.5,6.6,0,1,69.0,53.107513
2760,China,Asia,2006,17.7,21.9,101.037,3.28,91,94,22.8,94,93,0.1,3801,1311.02,4.8,4.3,6.9,0,1,73.3,135.34818
2761,Morocco,Africa,2005,35.5,41.5,113.494,0.46,96,92,25.0,98,98,0.05,2109,30.46,6.5,6.3,3.9,0,1,71.7,31.96095
2762,Paraguay,South America,2007,23.9,28.5,156.985,6.03,86,74,25.7,95,95,0.16,4208,6.0,2.2,2.1,7.1,0,1,72.1,45.138096
2763,Belize,Central America and Caribbean,2009,16.6,19.4,181.641,6.44,97,92,28.3,98,97,0.4,4729,0.31,3.5,3.4,10.4,0,1,71.5,20.40018
2764,Zimbabwe,Africa,2005,51.7,93.1,670.279,2.17,65,64,23.5,69,68,9.2,1137,12.08,9.0,9.0,6.8,0,1,43.2,58.200375
2765,Ethiopia,Africa,2000,87.2,140.7,387.2035,0.19,52,64,19.8,55,30,1.2,262,66.22,11.9,11.8,1.5,0,1,51.9,9.424786
2766,Austria,European Union,2011,3.5,4.2,71.8545,11.9,89,73,25.4,89,89,0.08,44451,8.39,1.7,2.0,11.8,1,0,81.0,101.78112
2767,Sierra Leone,Africa,2011,103.8,153.8,417.623,3.41,89,60,22.6,88,89,1.02,557,6.56,8.1,8.0,3.1,0,1,50.2,17.509218
2768,South Africa,Africa,2015,28.6,36.3,351.3925,7.2,75,59,27.2,85,75,6.91,6260,55.39,4.4,5.3,10.1,0,1,62.6,49.905563
2769,Tunisia,Africa,2015,14.8,17.2,91.343,1.5,98,98,26.3,98,98,0.04,4095,11.18,6.5,6.4,7.0,0,1,75.9,73.27818
2770,Latvia,European Union,2006,8.1,9.8,231.0145,10.4,94,99,26.0,96,96,0.17,11896,2.22,2.4,2.5,12.2,1,0,70.9,178.4313
